,best_params,train_accuracy,test_accuracy,train_recall,test_recall,train_precision,test_precision,train_f1,val_f1,runtime
ExtraTrees,"OrderedDict([('Model__bootstrap', False), ('Model__criterion', 'entropy'), ('Model__max_depth', 20), ('Model__min_samples_leaf', 1), ('Model__min_samples_split', 5), ('Model__n_estimators', 50)])",0.9700883752549286,0.7556008146639511,0.9700883752549286,0.7556008146639511,0.9703368493230042,0.7521988223512802,0.9700421451698693,0.7529015275945349,26.681225061416626
Gradient Boosting,"OrderedDict([('Model__criterion', 'friedman_mse'), ('Model__learning_rate', 0.01), ('Model__max_depth', 7), ('Model__min_samples_split', 2), ('Model__n_estimators', 150), ('Model__subsample', 0.8)])",0.9191026512576479,0.7556008146639511,0.9191026512576479,0.7556008146639511,0.9220490355193625,0.7557354201289481,0.9193357607297254,0.7556234203892045,86.93141031265259
XGBoost,"OrderedDict([('Model__colsample_bytree', 1.0), ('Model__learning_rate', 0.01), ('Model__max_depth', 9), ('Model__n_estimators', 150), ('Model__subsample', 0.5)])",0.8898708361658736,0.7617107942973523,0.8898708361658736,0.7617107942973523,0.8927380492389625,0.7628076129499801,0.8900439209524367,0.7622233797506762,28.957624673843384
Random Forest,"OrderedDict([('Model__bootstrap', True), ('Model__criterion', 'entropy'), ('Model__max_depth', 30), ('Model__min_samples_leaf', 4), ('Model__min_samples_split', 10), ('Model__n_estimators', 150)])",0.8905506458191706,0.7535641547861507,0.8905506458191706,0.7535641547861507,0.8930063014956773,0.7525404817034085,0.8907196344403678,0.7529911180440306,40.04326796531677
