,best_params,train_accuracy,test_accuracy,train_recall,test_recall,train_precision,test_precision,train_f1,val_f1,runtime
Random Forest,"OrderedDict([('Model__bootstrap', True), ('Model__criterion', 'entropy'), ('Model__max_depth', 30), ('Model__min_samples_leaf', 4), ('Model__min_samples_split', 2), ('Model__n_estimators', 150)])",0.7676211453744494,0.6006600660066007,0.7676211453744494,0.6006600660066007,0.7865057595086479,0.5333871986099709,0.7530658916355127,0.5467725722840915,32.597238540649414
ExtraTrees,"OrderedDict([('Model__bootstrap', True), ('Model__criterion', 'entropy'), ('Model__max_depth', 20), ('Model__min_samples_leaf', 1), ('Model__min_samples_split', 5), ('Model__n_estimators', 100)])",0.8359030837004405,0.6006600660066007,0.8359030837004405,0.6006600660066007,0.8469644556848331,0.5435190378643776,0.8316306552264995,0.5437001357203783,23.425453424453735
LinearSVM,"OrderedDict([('Model__C', 0.1), ('Model__random_state', 11)])",0.6024229074889867,0.570957095709571,0.6024229074889867,0.570957095709571,0.4907496173221896,0.4577229743699759,0.5378325914348644,0.5077551400839699,14.42897081375122
PolynomialSVM,"OrderedDict([('Model__C', 1.0), ('Model__coef0', 1.0), ('Model__degree', 3), ('Model__random_state', 11)])",0.6696035242290749,0.5775577557755776,0.6696035242290749,0.5775577557755776,0.6792679231669254,0.528076236943066,0.6433911858798359,0.533579483176899,19.160381317138672
RadialSVM,"OrderedDict([('Model__C', 1.0), ('Model__gamma', 'auto'), ('Model__random_state', 11)])",0.6387665198237885,0.5907590759075908,0.6387665198237885,0.5907590759075908,0.6731046367386643,0.5098777185410849,0.5999379499964196,0.5310550748392444,14.543898344039917
