track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,genre,duration_ms,num_artists,duration_mins,album_name,predicted_genre_id,predicted_genre,predicted_genre_proba,genre_chill_opm_proba,genre_happy_opm_proba,genre_hugot_opm_proba,genre_sad_opm_proba
3OpGUlDmRUXh0NkIYWoIlD,Your Song,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,0kV35wyXIJKk04VRG0DdF4,168493.0,2003,70,0.636,0.159,11.0,-13.117,1.0,0.0549,0.892,0.0,0.1119999999999999,0.6579999999999999,119.766,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.5818440423313089,0.2562087595169088,0.08140963764902641,0.08053756050275572,0.5818440423313089
761frfZtZ8I2g70UsjFfBK,I Need You More Today,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,4TyVEjoScAou6qVjhXyYfp,233728.0,2016-12-02,63,0.474,0.522,11.0,-7.513,1.0,0.0408,0.36,0.0,0.123,0.4479999999999999,157.225,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.5114731811735057,0.5114731811735057,0.09824202864258884,0.11271274572062297,0.27757204446328243
4r3wYgrJ3Q30ldSk05e6KP,Kiss (Never Let Me Go),0001ZVMPt41Vwzt1zsmuzp,Thyro & Yumi,0tSrGWDVpvBzlD8OWSRmg6,259714.0,2020-04-17,11,0.5710000000000001,0.534,0.0,-7.451,1.0,0.0336,0.0601,0.0,0.3,0.544,139.972,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.5913187990059656,0.5913187990059656,0.0922212506876004,0.05789349430926632,0.2585664559971676
3VcVQmMivq2ISfKUmIuvMK,Rainbow,6ZgBJRjJsK1iOJGKGZxEUv,South Border,6bMej3xtNOTiiHLdhR4wzX,347120.0,2005-01-01,63,0.66,0.2239999999999999,5.0,-13.425999999999998,1.0,0.0307,0.425,2.02e-06,0.1009999999999999,0.382,88.01100000000001,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.6640871715577596,0.6640871715577596,0.08727130147718377,0.08157028686440451,0.16707124010065177
1FHCU1rDAeaPsBW9byjJ0Q,12:51,09DdQEMQaaq0f99vqqub3V,krissy & ericka,5M4GVkxOl3joHIkvNrAlbJ,246280.0,2011-01-01,61,0.503,0.357,3.0,-9.36,1.0,0.0272,0.727,0.0,0.128,0.4379999999999999,136.135,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.6680714582534802,0.23019506638627765,0.01805752453853338,0.08367595082170867,0.6680714582534802
6wdCelHrPh7UfliNjwRTUv,Leaves,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5Yl1Bi501CuE72jaVK4e3y,310708.0,2017-03-31,69,0.447,0.16,6.0,-10.896,1.0,0.0372,0.913,0.0,0.0891,0.205,118.313,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.7777030265428423,0.10403821114712201,0.030082821207290795,0.08817594110274446,0.7777030265428423
0HZ3OUVrGHxttD2EuHqRm3,The Day You Said Goodnight,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,291357.0,2005,70,0.5579999999999999,0.5529999999999999,4.0,-6.669,1.0,0.0323,0.492,0.0,0.1159999999999999,0.251,134.263,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.45280485521411434,0.45280485521411434,0.03468860936097896,0.1528611103232003,0.3596454251017065
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,306466.0,2007,69,0.3939999999999999,0.623,9.0,-5.029,1.0,0.0384,0.573,0.0,0.0937,0.316,115.003,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.4558333864871686,0.3686500464309141,0.05168391021005036,0.12383265687186709,0.4558333864871686
7gZ3kWNtIxFgxjsm5OTVMB,214,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,65GkUxR6lYlCiYP4mqyZl1,273200.0,2001,64,0.537,0.561,4.0,-6.961,0.0,0.0297,0.423,1.64e-06,0.134,0.242,78.13,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.794349943289087,0.794349943289087,0.014105789456319968,0.0572865511658825,0.13425771608871015
6mdmVPI2uIR2B2kHRRI8nb,Tell Me Where It Hurts,5elcNQkZ6FCZA3grSOMngY,MYMP,0tH9g6Q7va9BzCY2pAFygZ,253013.0,2005-05-09,29,0.726,0.542,7.0,-7.952000000000001,1.0,0.042,0.7020000000000001,0.0,0.0962,0.396,89.583,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.6159972195165025,0.6159972195165025,0.04381416610555684,0.07962560885778648,0.260563005520154
1pi3VCMlGVaXvrjlVOkBPN,KLWKN,52gTrzyF0DyfkFl1DQz9Oq,Music Hero,1TmGJJPRkYoxPEAo0xFnQV,256572.0,2019-01-31,67,0.493,0.3939999999999999,2.0,-6.997000000000001,1.0,0.0366,0.575,0.0,0.267,0.375,152.03,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.4159990002589711,0.4159990002589711,0.047388724638842465,0.12711060372948968,0.40950167137269683
1C3wg8sCIPqpNQx0wAL4DC,The Way You Look at Me,4U78sK2D3zASSB6oSR38GQ,Christian Bautista,0qEwvzXNVsPFK7eftFej7Q,207786.0,2004-03-25,63,0.485,0.29,1.0,-8.443999999999999,1.0,0.0321,0.8170000000000001,0.0,0.111,0.3329999999999999,134.168,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.7657182682931304,0.11569117950569688,0.016728691181888113,0.10186186101928459,0.7657182682931304
4isDU5tDNqFLQ5xQ9NgPmz,"Till My Heartaches End - From ""The Significant Other""",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,6Mt2ypZ8Q48fAdqiVkw1kH,256923.0,2018-03-02,65,0.497,0.375,4.0,-6.386,1.0,0.0328,0.845,0.0,0.265,0.214,130.226,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.5805726481079797,0.18567047060951494,0.030053182974400534,0.2037036983081048,0.5805726481079797
4FdQYoWFym37QDQ2GkEHi1,It Might Be You - Theme from Everyday I Love You,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,0obyXODEHnssLgwFovpusL,252969.0,2015-10-21,63,0.541,0.435,6.0,-7.404,1.0,0.0242,0.314,3.28e-06,0.114,0.242,95.023,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.7374035749548079,0.7374035749548079,0.011773807470202156,0.05169215586578015,0.19913046170920923
3WUEs51GpcvlgU7lehLgLh,Kathang Isip,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4nQxblVnnFPehg9ujzdJ8L,318814.0,2017-06-23,69,0.491,0.314,10.0,-8.58,1.0,0.0301,0.7759999999999999,4.76e-06,0.152,0.295,126.921,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.7289940786495511,0.18626597406777984,0.0060820107265605276,0.07865793655610819,0.7289940786495511
0wUSZjJVblGKntOqBSWMdo,Bawat Daan,543f0NvGig5Moo9XROTUur,Ebe Dancel,4acHD3ykZw3DYLcLW1Mqv3,300240.0,2015-01-01,63,0.2289999999999999,0.6970000000000001,6.0,-5.297999999999999,1.0,0.0304,0.0342,0.0,0.0749,0.292,152.236,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.6281397901397932,0.6281397901397932,0.04986799405216038,0.0664286989828942,0.2555635168251523
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,4iaCi771IT9I2xwtnXnjlx,242800.0,2004,64,0.5,0.3389999999999999,7.0,-7.301,1.0,0.0263,0.71,0.0022199999999999,0.108,0.152,136.42700000000002,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.7336858432711062,0.1688988680522244,0.01365545270031002,0.08375983597635908,0.7336858432711062
1X4l4i472kW5ofFP8Xo0x0,Sana - Single Version,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,4njOhY51h2CBqdAX4o41U1,277098.0,2018-04-28,66,0.66,0.373,7.0,-7.874,1.0,0.0289999999999999,0.701,0.0,0.226,0.348,126.887,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.644019893545001,0.2631269817116304,0.017034414997829633,0.075818709745539,0.644019893545001
5iNGxZ1waiyMFylg4QAHk6,Same Ground,4OjU5UP0GFWeniBC82sGBY,Kitchie Nadal,7beVKW0o7iRoM0eRT3kGfk,267680.0,2004-01-01,58,0.616,0.525,2.0,-10.636,1.0,0.0269,0.308,3.58e-06,0.161,0.456,155.889,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.6152383739635396,0.6152383739635396,0.057929710221100945,0.12963086239245175,0.19720105342290767
1YY6iA00Q58TvDEh6rYaWf,Ngiti,6GbCVaJ6iTA0OnZaOiDpl0,Ronnie Liang,386MjtGdyMGEqjldwGVfFd,210920.0,2014,53,0.57,0.4539999999999999,1.0,-9.04,1.0,0.0269,0.4529999999999999,0.0,0.127,0.4629999999999999,77.965,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.7263218097031654,0.7263218097031654,0.01934880279795534,0.08505438974083039,0.1692749977580485
1yDiru08Q6omDOGkZMPnei,Maybe The Night,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,6LhZ3QMHGJeTes9cCTxK8e,217197.0,2017-10-27,67,0.5720000000000001,0.522,2.0,-9.095,1.0,0.0367,0.113,4.91e-05,0.114,0.498,74.05,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.647405260450806,0.647405260450806,0.023190296357668894,0.04400636688122623,0.28539807631029857
65sEZZaxTjLMD8vNgPoMz5,Imahe,28B54RKpJrEmDoGSTjsfY6,Magnus Haven,04KG42EaTfjaPbYHQ6wI3h,321817.0,2018-11-30,67,0.604,0.446,9.0,-8.01,1.0,0.0341,0.63,0.0,0.0859,0.1989999999999999,143.946,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.6872204205955667,0.24118624262579857,0.0033713638644970495,0.06822197291413729,0.6872204205955667
267RumTt5KeLBGl2KWxBL0,Dating Tayo,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,01f1BJjxsFyuX580Fk8Gjk,239480.0,2016-05-19,63,0.551,0.3289999999999999,7.0,-10.731,1.0,0.0431,0.648,3.82e-05,0.0925,0.331,139.69899999999998,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.5409075097016274,0.3538073146896677,0.017058512293806415,0.0882266633148986,0.5409075097016274
7cOn5x1L5pbM48Y1yVsYb4,I'll Never Go,7ygtjsCTrCQZAYYPOne9uE,Erik Santos,3FAABisVP7phjYvjinEYhs,263040.0,2005-12-20,0,0.46,0.331,11.0,-11.306,1.0,0.0334,0.7,0.0,0.0803,0.25,139.862,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.4992194918780938,0.34630483017579794,0.009609501609501608,0.1448661763366064,0.4992194918780938
1MkiRsYBkXbXvdiYvTTiQT,Someday,2tQbSWgZLIB8MXMnsXVRro,Nina,1yx0lKqG8Z1J3IOxx4gbzs,214773.0,2006-08-23,63,0.556,0.212,6.0,-11.197,1.0,0.0406,0.941,0.0,0.0982,0.514,133.392,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.7340389394460599,0.1757679768345402,0.04217098301308828,0.04802210070631123,0.7340389394460599
63qA4ydokzNOFpsaNlsYsC,Higa,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3H8htbv4nP3HIjpOCbxm67,245760.0,2019-10-25,74,0.657,0.337,9.0,-10.546,1.0,0.0433,0.45,0.0,0.106,0.183,125.057,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.6401020506426187,0.6401020506426187,0.024362081649099906,0.08897164682661639,0.24656422088166494
4wOISjicRMhm89CnvX7zuR,Maybe This Time,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,453Ok0696evJwrzN4DAa6c,255608.0,2014-05-05,0,0.389,0.273,6.0,-7.697,1.0,0.0362,0.705,0.0,0.1169999999999999,0.176,134.124,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.7491074967184528,0.16566113392098109,0.008925272918406103,0.07630609644215981,0.7491074967184528
3vGkyQlCw8LklNip0ZUELC,Nobela,70ljCILl0aVXitf3K39YvT,Join The Club,7kzETZloUVbyQLuqDnLPVV,291506.0,2016-04-01,63,0.358,0.5479999999999999,8.0,-5.997999999999999,1.0,0.027,0.36,0.0,0.173,0.518,163.434,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.689944327081106,0.689944327081106,0.050292185208147336,0.08907485106620446,0.17068863664454195
3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,0U3q2NgWn97Fsns6dg7CzD,288189.0,2020-02-28,66,0.311,0.342,2.0,-8.889,1.0,0.032,0.432,1.93e-06,0.114,0.2739999999999999,177.158,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.5936127643438858,0.5936127643438858,0.04108692515214254,0.12625331031795556,0.23904700018601613
0bN5xQD1krvZNn8bsiWfVb,Nothing's Gonna Stop Us Now (Theme from Crazy Beautiful You),5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,3lfOcun9UzVA8x0JLrOicl,259056.0,2015-02-10,0,0.527,0.64,6.0,-5.462000000000001,1.0,0.0305,0.211,0.0,0.231,0.517,185.72,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.4955297247081704,0.4955297247081704,0.1295601826428114,0.0717714600128134,0.3031386326362047
0JzwzRDkwZr8s1WRfNgUqA,Till I Met You,7DW4ijH3n36QN0RlC0n649,Angeline Quinto,0NfAzxHZ4diQArSqZMTJHc,240065.0,2015-01-01,62,0.452,0.476,2.0,-8.042,1.0,0.0338,0.6890000000000001,2.27e-06,0.361,0.172,139.833,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.4690004165132156,0.36199671867181427,0.0027771458220031443,0.16622571899296676,0.4690004165132156
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1YlibpAvhJBbMZMBwN1KGv,The Juans,2m8pNsbpAvJYe7rbRpkhFF,303937.0,2018-10-26,64,0.283,0.281,11.0,-11.414,1.0,0.035,0.437,0.00114,0.102,0.127,79.919,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,2,hugot_opm,0.38800271318667173,0.2797598317889464,0.010730441339873335,0.38800271318667173,0.3215070136845087
6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),6ZgBJRjJsK1iOJGKGZxEUv,South Border,7tfDmiKEApFiZmT5MzIN1o,264413.0,2005-11-15,60,0.523,0.534,6.0,-8.942,1.0,0.0296,0.479,3.01e-05,0.111,0.508,75.988,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.7308317084382298,0.7308317084382298,0.024617137357680625,0.0851520631000932,0.15939909110399622
6xQs6y6CpDqK9VKCktApEL,Hiling,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,6E5TwOXhw6KyhX4P0p9vdK,235009.0,2015-01-15,59,0.58,0.244,4.0,-9.917,1.0,0.0361,0.8079999999999999,0.0,0.092,0.385,82.12100000000001,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.6963061814807339,0.18402612545643232,0.02670389419238524,0.09296379887044848,0.6963061814807339
00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,7xconhHQKj7Be4P2KvUmFz,285138.0,2017-04-29,65,0.518,0.762,7.0,-3.907,1.0,0.0305,0.0851,0.0,0.148,0.271,155.985,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.5402215693674968,0.3692919143605778,0.03224463258671811,0.05824188368520702,0.5402215693674968
7zzZmpw8L66ZPjH1M6qmOs,Migraine,2kZThDGZcHl4klYYFk0v8n,Moonstar88,4t3FtECyV1gClHmpBhXSfB,267960.0,2008-07-28,57,0.664,0.537,2.0,-6.0,1.0,0.0289999999999999,0.217,2.88e-06,0.118,0.221,115.049,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.7056624999464887,0.7056624999464887,0.05791119170258244,0.04820349346508286,0.18822281488584555
2PO6blDCnOFWxudKu0XnmV,'Di Na Muli,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,7djBOaRI4ItJ9Q9j1haJ4n,260599.0,2018-06-04,58,0.517,0.4679999999999999,4.0,-6.582000000000001,1.0,0.0345,0.7020000000000001,0.0,0.152,0.266,121.284,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.5492438274647321,0.33293484165470244,0.010648766207905993,0.1071725646726595,0.5492438274647321
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333.0,2004-01-23,58,0.521,0.626,6.0,-8.152000000000001,1.0,0.0243,0.1939999999999999,0.0,0.2269999999999999,0.479,90.337,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.7045157171775419,0.7045157171775419,0.08014635193000351,0.018430508630949378,0.19690742226150487
5zMR44ZH4KVZj4FlhTj3SE,Magbalik,4HOEnLufwAqJ2qoJPVnL01,Callalily,3tIU2WCVDgPwnG4MraWwQ6,326813.0,2006-07-17,62,0.4039999999999999,0.556,4.0,-8.329,1.0,0.0326,0.359,4.93e-06,0.0964,0.34,159.256,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.5832062557540021,0.5832062557540021,0.1032664462029982,0.11877974053326537,0.19474755750973427
0Vmk6Ebk4QBq7r0VAz2a6s,Bakit Ba Ikaw,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,2fI8PsKYLPMt9Gv4NVrtjk,245586.0,2016-08-19,63,0.6679999999999999,0.48,10.0,-5.468999999999999,1.0,0.0284,0.5489999999999999,0.0,0.1119999999999999,0.2769999999999999,119.903,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.4449385799385798,0.4449385799385798,0.07506597106597103,0.13082437007437006,0.3491710789210791
6NFKf8vBApSvtzkapYmnVR,Tadhana,3wbCeEPAW6po7J46netxMT,Up Dharma Down,4SjshYHT8OeSHB6zun2Hxx,222446.0,2012-12-07,65,0.6859999999999999,0.322,6.0,-13.2,1.0,0.0369,0.165,0.0296,0.0809,0.511,155.982,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.7310555555555556,0.7310555555555556,0.05549470899470899,0.09244708994708992,0.12100264550264547
0zFYa7NIpKhmom8zrZx7Ga,Why Can't It Be,0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,77ZkVwowfs27AEXl6GHiET,248760.0,2017-03-17,59,0.563,0.314,3.0,-9.241,1.0,0.0312,0.612,1.14e-05,0.124,0.272,127.791,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.6339293707381939,0.28078804855275447,0.007229267464561582,0.07805331324448969,0.6339293707381939
5UhpceEr5XmbVwyoIUIRnh,Hanggang Kailan - Umuwi Ka Na Baby,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,0S0yaR1MiuHfyAZPAtChVc,261866.0,2005-03-24,63,0.556,0.674,0.0,-5.563,1.0,0.0296,0.1159999999999999,2.19e-06,0.226,0.3989999999999999,146.433,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.49572591459800464,0.49572591459800464,0.052054236987713234,0.023686117891030624,0.4285337305232518
5T8bLnWG8sg9ER8RKNZbCB,Before I Let You Go,0jarApAsbmiCkYhz0590mE,Freestyle,1UeL9KHbWPUf203QjU6NvN,289266.0,1998-09-26,62,0.655,0.348,4.0,-12.091,1.0,0.0356,0.176,0.0,0.161,0.0641,120.011,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,3,sad_opm,0.4824081289081289,0.4285620490620492,0.027798941798941802,0.06123088023088023,0.4824081289081289
58grXgbCj7t5ulr0TGLIr9,Kahit Ayaw Mo Na,5HIZU0JzM0AgfItVOm4E08,This Band,2sGiNJNhNMJbn56l0BE0R0,243015.0,2018-11-02,62,0.662,0.529,2.0,-8.539,1.0,0.0351,0.341,0.000208,0.105,0.424,127.584,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.6798291185542837,0.6798291185542837,0.04747554176693248,0.07718588844747783,0.1955094512313054
7DpfL3u92JKKTys5w7jfY7,Starting over Again,5BAyYwbv8OSfqeXMjPgWX6,Toni Gonzaga,2VGSxW3eF2Ass0Qlp7g2PY,246813.0,2014-01-01,55,0.535,0.441,0.0,-6.481,1.0,0.0293,0.474,1.21e-06,0.108,0.256,119.706,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.5525199628040562,0.5525199628040562,0.05063675501773388,0.09692586752636806,0.2999174146518417
5AjbSv7nkr78wzmuHEfjg0,Magkabilang Mundo,6urxZktbtGcTIIqxQZ1d8q,Jireh Lim,1e0Tqcfn0eqgFicrFFYNMl,236705.0,2015-07-03,53,0.4629999999999999,0.551,8.0,-7.324,1.0,0.027,0.283,1.47e-05,0.0984,0.653,163.83700000000002,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.46446193366799915,0.46446193366799915,0.05058405890643436,0.08033408825229901,0.4046199191732676
1WXs4O7mBxXglHJPwYweHq,Demonyo,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,67vvDiZLNyjNQ1gU6El7GC,218000.0,2017-01-27,61,0.415,0.508,0.0,-9.169,1.0,0.0363,0.0509,0.0162,0.103,0.114,188.74400000000003,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,2,hugot_opm,0.4284926352433174,0.33172964891853474,0.07089374800418959,0.4284926352433174,0.16888396783395815
7L8GQLm6e7cGoMMUAgWCVp,Huling Sayaw,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,295413.0,2012,61,0.474,0.871,1.0,-4.013,0.0,0.0405,0.00125,0.0,0.2019999999999999,0.545,137.102,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.5778874078406878,0.5778874078406878,0.08470855049978855,0.05245950093926495,0.28494454072025843
1YDHJAVkG1Z6mnzu1Orpap,Tulad Mo,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,4Rl0tuXTg3rfQJyMf2Ufa1,220933.0,2015,58,0.6829999999999999,0.455,9.0,-8.478,1.0,0.0252,0.685,0.0,0.129,0.546,100.997,37i9dQZF1DX4olOMiqFeqU,OPM Favorites,opm,,,,,0,chill_opm,0.6413481888481889,0.6413481888481889,0.05133862433862434,0.10555250305250301,0.20176068376068365
7DEYljF6xN5T4pQZsVtQrt,Sa Pag-ikot Ng Araw,6l2pwIWEFje2Z0mSi1JMU8,Gabo Gatdula,2oyP71oNLMAzPI8zsz8Grt,263448.0,2021-10-01,56,0.426,0.23,5.0,-15.261,1.0,0.0456,0.775,0.00557,0.3279999999999999,0.257,80.155,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,opm,,,,,0,chill_opm,0.48448746327799425,0.48448746327799425,0.03503768297168584,0.08390372658055581,0.39657112716976417
6sl4KzZ9PRb8xTzjYIrHAP,Someday,2nZ18B9RTjJH56v2NTnNAI,Leanne & Naara,7quF2TPkzNhuVjyub5UtoV,259665.0,2018-09-21,55,0.581,0.325,0.0,-11.156,1.0,0.0461,0.616,0.0,0.133,0.276,122.062,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,opm,,,,,3,sad_opm,0.5493159710659711,0.31512613312613313,0.01971837421837422,0.11583952158952153,0.5493159710659711
31AP6wPvlxxuijx6cDQKXV,Lahat,3kJv8ghnrFqHIP2zTqWRjb,ALYSSA,2VVDCHmLj3ov5Ko0ev2pXs,287647.0,2021-09-03,49,0.5870000000000001,0.1,6.0,-16.184,1.0,0.0361,0.952,0.000505,0.0878,0.16,101.997,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,opm,,,,,3,sad_opm,0.5507243663141828,0.33478416889307977,0.05578243640690599,0.05870902838583177,0.5507243663141828
1mTROTnvFi7uxGciL319Kb,Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,2hT2tmiAlFVF4waIOHNWqA,342067.0,2018-12-09,58,0.605,0.336,11.0,-8.732000000000001,1.0,0.0362,0.828,0.0,0.104,0.198,127.907,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,opm,,,,,3,sad_opm,0.4178180514689128,0.18427717656250622,0.019446976403302296,0.37845779556527837,0.4178180514689128
7elCIZ9JpuyC30xxVEmQGb,Angel of Mine,5R4HkjoZdxW3ZoVGC0e0qD,Julian Sean,5qacvPOzqoJVgXBgq8uGcu,233137.0,2019-04-05,50,0.655,0.166,9.0,-11.718,0.0,0.0353,0.937,0.0,0.147,0.5329999999999999,95.942,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,opm,,,,,3,sad_opm,0.5472009228164837,0.27834556307325176,0.08794290513283645,0.08651060897742818,0.5472009228164837
2TDpcXFX2XYcuUAGS0Drv9,Weak,7Mgc9IOlcZ20FcUDWlYMfy,TFTI,4280qfmRNW5zXV8FQznXfi,326929.0,2019-06-07,47,0.802,0.389,4.0,-9.035,1.0,0.034,0.6759999999999999,0.0,0.1169999999999999,0.4029999999999999,126.976,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,opm,,,,,0,chill_opm,0.6291041881923409,0.6291041881923409,0.035005380054468405,0.06513968389288083,0.27075074786030984
1MS0E118Rrk7BBh5sVDByw,Migraine - Acoustic Version,2kZThDGZcHl4klYYFk0v8n,Moonstar88,1SqA49dSziIKECpvXHFeGz,240680.0,2012-02-01,54,0.598,0.14,2.0,-13.325,1.0,0.0344,0.911,0.0,0.111,0.391,115.352,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,opm,,,,,3,sad_opm,0.7630181946250054,0.14287076723299627,0.04658193165623507,0.047529106485762834,0.7630181946250054
