track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0QBPWTTVyV3VclqALtmLWv,0.641,0.673,2,-8.346,1,0.0248,0.264,0.101,0.123,0.328,96.01,265182
66tKd60oZUTAK0PdmXJl09,0.762,0.6,7,-5.444,1,0.0404,0.408,1.01e-05,0.283,0.721,132.014,222045
63g7T96x98kozrsNDHWqHv,0.627,0.575,9,-11.128,1,0.0323,0.068,2.01e-06,0.115,0.669,139.997,253235
39SQ0CjIineoa2mbiJpZdk,0.672,0.271,6,-11.62,1,0.0397,0.741,0.0,0.06,0.623,113.067,219949
4mc3rUoMwwiNTHA4al9nNd,0.652,0.76,6,-4.098,0,0.0406,0.221,9.09e-05,0.147,0.615,98.079,201807
4d9aHwNs1oYFoXXANb9r2r,0.767,0.66,10,-5.94,1,0.031,0.558,0.0,0.119,0.961,119.929,207337
51NAz1GAp82XJ4bXGZa2qR,0.598,0.427,11,-8.037,0,0.064,0.473,0.000366,0.103,0.461,170.078,234353
0dCDBADaqgcQ62LdyRsejn,0.484,0.233,0,-9.077,1,0.0356,0.761,0.000249,0.452,0.315,143.221,333623
12QcuTyW2yumtruHEyUJh6,0.651,0.543,9,-8.733,1,0.027,0.214,0.0,0.105,0.509,120.024,256488
43t6oyPWJ67nifk7JgDgoI,0.447,0.363,1,-9.743,1,0.0478,0.923,0.000249,0.132,0.125,115.457,253913
3FsDo7jplRKAkFzxZ4vbZu,0.871,0.407,11,-11.166,1,0.0784,0.451,0.00012,0.0966,0.741,121.992,228689
4AkpzRUJO1EDd5WrwWMWno,0.526,0.919,9,-4.477,1,0.0649,0.041,0.0,0.239,0.925,132.183,200827
22Nd3GuO7sHopPjdKccRcq,0.48,0.299,7,-12.077,1,0.0525,0.838,0.0,0.133,0.196,121.75,158677
6bLwOcpjZOL1GuCHBoB4VZ,0.796,0.404,9,-10.316,1,0.0574,0.647,0.000169,0.0972,0.298,127.668,165428
0HAciULA3lNbyp0kCBrJnC,0.648,0.316,8,-11.308,1,0.0277,0.434,1.32e-05,0.123,0.308,99.006,313500
14WzMa1QRDXqsZI2lEZDfv,0.74,0.446,2,-10.142,1,0.0304,0.233,6.81e-06,0.351,0.263,104.004,270000
