name,popularity,duration_ms,track_id,artist_id,artist_name,num_artists,album_id,release_date,playlist_id,playlist_name
Just Because,62,193246,3Ues7YM3y8JYnTeu2OYFVH,31fsDbpNPKe346urriO4ma,mrld,1,4KE1Eeu0tO0f2czX9pfaRc,2023-02-10,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Sana Walang Magbago,44,198428,1iKLxHlIBGKANB2LfXbpGQ,2owtRYReKCG1n2AAS5AcpS,Kenaniah,1,50ZqQAS4Cp2ATe9w1MUHB7,2023-07-07,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Kinikilig,42,225601,5Jr9SMmCzMN9CsvdDNhh6N,1IJ4wDIUWLb0XLmPN79SDj,Hazel Faith,1,5rqkvJZW1kv6myOdtSESDx,2017-11-10,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Clouds,50,223599,4xy6P7NgxEzaai4WUlVDsB,1CZ6BqSNNDTbyne4SltF0e,Any Name's Okay,1,453E6lhHqpjUaYEoRhkMF4,2019-08-30,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Walang Aminan,49,154999,17fq6LtVwn5AvyAkVZZL4z,66jyWeUhy75IiWKCvAakuA,huhsmile,1,2vJjKU0dCcpILifHOCfTq9,2021-04-30,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
My Girl,43,183136,5TA8eIdBIT8QFQcjTaXTdo,7aerdWadzubpu06Oxysg6R,Paolo Sandejas,1,65wbntygODEhsjoHkR8h7L,2018-07-27,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
You're the Best Thing That Ever Happened to Me,40,257279,2sS4bfcYRKMRAVk6HfNmYK,1juIpte4oHJ5ngVLPTUPuJ,Justin Vasquez,1,1FlMGksc5QpAmBX9ylejuF,2020-08-29,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Mixed Signals,48,170192,5M5Kej5IPErlFEp8nZT8UO,3bsQY9pFWVzUMxlSgGQuBn,Patch Quiwa,1,6wci5omZqwlkmlfYeFBr63,2022-06-03,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Ako Nalang Kasi,46,216484,4JZVI1zcMGg3qlrLj8s728,0XRPxTyrrVeDXLt6Wxw4UD,rhodessa,1,42yYgHAsEQL30sasJlHLdw,2020-09-24,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Ctrl + Esc,41,198810,2R7E1srMlJfMZWsyw0yjh2,49hXOL1GCkpxGUVNtV4ke8,Project Orange,1,6dTchoFUTkfIjdJpgh2K2d,2019-11-15,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
